id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi,tahun,bulan,id_supplier,nama_produk,kategori_produk,harga_jual,harga_modal,stok_awal,minimum_stok,status_produk,tanggal_input_produk,nama_usaha,jenis_usaha,lokasi_usaha,tanggal_bergabung
T010048,U006,P040,2025-07-24,13:34,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010049,U006,P038,2026-07-11,12:20,Pemasukan,Fashion,2,75000,150000,QRIS,Tidak Ada Event,0,Berhasil,2026,7,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010050,U005,P032,2025-12-18,10:16,Pemasukan,Laundry,3,15000,42750,QRIS,Tidak Ada Event,5,Berhasil,2025,12,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010050,U005,P034,2025-12-18,10:16,Pemasukan,Laundry,4,7000,26600,QRIS,Tidak Ada Event,5,Berhasil,2025,12,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010051,U002,P011,2026-11-22,08:11,Pemasukan,Snack,3,12000,36000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S004,Chitato,Snack,12000,7000,1914,383,aktif,2024-03-04,Warung Madura,Retail,Cimahi,2024-03-01
T010052,U003,P019,2024-09-12,17:45,Pemasukan,Makanan,1,28000,28000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Soto Betawi,Makanan,28000,15000,671,134,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010052,U003,P017,2024-09-12,17:45,Pengeluaran,Makanan,5,20000,100000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Nasi Goreng,Makanan,20000,10000,680,136,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010052,U003,P016,2024-09-12,17:45,Pemasukan,Makanan,3,35000,105000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010052,U003,P020,2024-09-12,17:45,Pemasukan,Makanan,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010053,U001,P003,2026-05-08,18:45,Pemasukan,Minuman,4,18000,72000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T010053,U001,P004,2026-05-08,18:45,Pemasukan,Minuman,3,10000,30000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010053,U001,P002,2026-05-08,18:45,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010053,U001,P005,2026-05-08,18:45,Pemasukan,Minuman,1,5000,5000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010054,U005,P035,2026-08-04,14:40,Pemasukan,Laundry,3,25000,75000,QRIS,Tidak Ada Event,0,Berhasil,2026,8,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010054,U005,P033,2026-08-04,14:40,Pemasukan,Laundry,8,12000,96000,QRIS,Tidak Ada Event,0,Berhasil,2026,8,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010054,U005,P034,2026-08-04,14:40,Pemasukan,Laundry,6,7000,42000,QRIS,Tidak Ada Event,0,Berhasil,2026,8,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010055,U006,P039,2026-01-25,19:49,Pemasukan,Fashion,2,120000,240000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010055,U006,P036,2026-01-25,19:49,Pemasukan,Fashion,1,150000,150000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T010056,U006,P040,2026-10-22,11:29,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,0,Berhasil,2026,10,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010057,U006,P037,2025-07-01,10:04,Pemasukan,Fashion,2,90000,180000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010057,U006,P038,2025-07-01,10:04,Pemasukan,Fashion,1,75000,75000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010057,U006,P039,2025-07-01,10:04,Pemasukan,Fashion,2,120000,240000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010058,U002,P014,2026-12-13,19:32,Pemasukan,Snack,3,14000,42000,Cash,Tidak Ada Event,0,Berhasil,2026,12,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010059,U004,P029,2025-04-11,10:25,Pemasukan,Bakery,2,12000,24000,QRIS,Tidak Ada Event,0,Berhasil,2025,4,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010060,U004,P028,2025-04-20,12:58,Pemasukan,Bakery,1,15000,15000,Transfer,Tidak Ada Event,0,Berhasil,2025,4,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010060,U004,P030,2025-04-20,12:58,Pemasukan,Bakery,4,28000,112000,Transfer,Tidak Ada Event,0,Berhasil,2025,4,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010061,U004,P026,2025-10-20,12:23,Pemasukan,Bakery,1,18000,18000,Transfer,Tidak Ada Event,0,Berhasil,2025,10,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010061,U004,P027,2025-10-20,12:23,Pemasukan,Bakery,2,22000,44000,Transfer,Tidak Ada Event,0,Berhasil,2025,10,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010062,U002,P011,2026-01-12,19:20,Pemasukan,Snack,2,12000,24000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S004,Chitato,Snack,12000,7000,1914,383,aktif,2024-03-04,Warung Madura,Retail,Cimahi,2024-03-01
T010062,U002,P006,2026-01-12,19:20,Pemasukan,Sembako,3,18000,54000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S002,Minyak,Sembako,18000,14000,3534,707,aktif,2024-03-05,Warung Madura,Retail,Cimahi,2024-03-01
T010063,U003,P023,2025-05-11,21:41,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2025,5,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010063,U003,P018,2025-05-11,21:41,Pemasukan,Makanan,4,25000,100000,QRIS,Tidak Ada Event,0,Berhasil,2025,5,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010064,U004,P028,2025-09-01,11:16,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010064,U004,P029,2025-09-01,11:16,Pemasukan,Bakery,1,12000,12000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010064,U004,P027,2025-09-01,11:16,Pemasukan,Bakery,3,22000,66000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010064,U004,P030,2025-09-01,11:16,Pemasukan,Bakery,1,28000,28000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010065,U002,P010,2024-12-07,16:17,Pemasukan,Sembako,4,12000,48000,Cash,Tidak Ada Event,0,Berhasil,2024,12,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010066,U002,P009,2025-05-24,19:31,Pemasukan,Sembako,4,28000,112000,Cash,Tidak Ada Event,0,Berhasil,2025,5,S002,Telur Ayam,Sembako,28000,22000,3706,741,aktif,2024-03-09,Warung Madura,Retail,Cimahi,2024-03-01
T010066,U002,P015,2025-05-24,19:31,Pemasukan,Snack,3,10000,30000,Cash,Tidak Ada Event,0,Berhasil,2025,5,S004,Crackers,Snack,10000,5000,1818,364,aktif,2024-03-07,Warung Madura,Retail,Cimahi,2024-03-01
T010066,U002,P010,2025-05-24,19:31,Pemasukan,Sembako,9,12000,108000,Cash,Tidak Ada Event,0,Berhasil,2025,5,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010067,U001,P003,2025-07-11,23:13,Pemasukan,Minuman,4,18000,72000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T010068,U005,P034,2026-09-19,18:01,Pemasukan,Laundry,7,7000,49000,Cash,Tidak Ada Event,0,Berhasil,2026,9,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010068,U005,P032,2026-09-19,18:01,Pemasukan,Laundry,7,15000,105000,Cash,Tidak Ada Event,0,Berhasil,2026,9,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010069,U002,P006,2026-01-19,17:57,Pemasukan,Sembako,7,18000,107100,QRIS,Tidak Ada Event,15,Berhasil,2026,1,S002,Minyak,Sembako,18000,14000,3534,707,aktif,2024-03-05,Warung Madura,Retail,Cimahi,2024-03-01
T010069,U002,P015,2026-01-19,17:57,Pemasukan,Snack,6,10000,51000,QRIS,Tidak Ada Event,15,Berhasil,2026,1,S004,Crackers,Snack,10000,5000,1818,364,aktif,2024-03-07,Warung Madura,Retail,Cimahi,2024-03-01
T010070,U002,P014,2026-09-09,10:10,Pemasukan,Snack,2,14000,28000,QRIS,9.9 Sale,0,Berhasil,2026,9,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010070,U002,P010,2026-09-09,10:10,Pemasukan,Sembako,8,12000,96000,QRIS,9.9 Sale,0,Berhasil,2026,9,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010071,U003,P025,2026-10-27,14:36,Pengeluaran,Frozen Food,2,25000,50000,QRIS,Tidak Ada Event,0,Berhasil,2026,10,S008,Bakso Frozen,Frozen Food,25000,13000,1399,280,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010071,U003,P019,2026-10-27,14:36,Pemasukan,Makanan,3,28000,84000,QRIS,Tidak Ada Event,0,Berhasil,2026,10,S003,Soto Betawi,Makanan,28000,15000,671,134,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010071,U003,P020,2026-10-27,14:36,Pemasukan,Makanan,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2026,10,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010072,U004,P028,2025-04-03,16:51,Pemasukan,Bakery,1,15000,15000,Cash,Lebaran,0,Berhasil,2025,4,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010072,U004,P029,2025-04-03,16:51,Pemasukan,Bakery,3,12000,36000,Cash,Lebaran,0,Berhasil,2025,4,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010073,U002,P008,2024-04-03,20:41,Pemasukan,Sembako,9,16000,144000,Cash,Ramadan,0,Berhasil,2024,4,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T010074,U001,P005,2025-08-12,20:19,Pemasukan,Minuman,4,5000,20000,Cash,Tidak Ada Event,0,Berhasil,2025,8,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010075,U001,P004,2024-12-07,23:01,Pemasukan,Minuman,1,10000,10000,Cash,Tidak Ada Event,0,Berhasil,2024,12,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010076,U001,P002,2025-10-23,21:44,Pemasukan,Minuman,2,20000,38000,Transfer,Tidak Ada Event,5,Berhasil,2025,10,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010077,U006,P037,2025-09-15,12:41,Pemasukan,Fashion,1,90000,90000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010077,U006,P036,2025-09-15,12:41,Pemasukan,Fashion,1,150000,150000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T010077,U006,P038,2025-09-15,12:41,Pemasukan,Fashion,1,75000,75000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010078,U006,P040,2025-07-22,13:41,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010078,U006,P039,2025-07-22,13:41,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010079,U005,P035,2025-06-24,18:38,Pengeluaran,Laundry,7,25000,140000,QRIS,Tidak Ada Event,20,Berhasil,2025,6,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010079,U005,P033,2025-06-24,18:38,Pemasukan,Laundry,3,12000,28800,QRIS,Tidak Ada Event,20,Berhasil,2025,6,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010080,U004,P027,2025-05-04,09:44,Pemasukan,Bakery,2,22000,44000,Transfer,Tidak Ada Event,0,Berhasil,2025,5,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010080,U004,P026,2025-05-04,09:44,Pemasukan,Bakery,1,18000,18000,Transfer,Tidak Ada Event,0,Berhasil,2025,5,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010081,U003,P018,2024-10-23,12:56,Pemasukan,Makanan,5,25000,125000,QRIS,Tidak Ada Event,0,Berhasil,2024,10,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010081,U003,P021,2024-10-23,12:56,Pemasukan,Frozen Food,5,18000,90000,QRIS,Tidak Ada Event,0,Berhasil,2024,10,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010082,U001,P002,2025-12-02,21:56,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010083,U005,P035,2026-04-12,10:47,Pemasukan,Laundry,1,25000,23750,QRIS,Tidak Ada Event,5,Berhasil,2026,4,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010084,U001,P005,2026-09-09,21:12,Pemasukan,Minuman,3,5000,14250,Transfer,9.9 Sale,5,Berhasil,2026,9,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010085,U004,P026,2026-01-27,10:48,Pemasukan,Bakery,4,18000,72000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010085,U004,P027,2026-01-27,10:48,Pemasukan,Bakery,4,22000,88000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010086,U001,P003,2024-11-26,22:33,Pemasukan,Minuman,1,18000,18000,Cash,Tidak Ada Event,0,Berhasil,2024,11,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T010087,U004,P026,2025-06-16,13:59,Pemasukan,Bakery,1,18000,18000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010087,U004,P028,2025-06-16,13:59,Pemasukan,Bakery,1,15000,15000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010087,U004,P030,2025-06-16,13:59,Pemasukan,Bakery,2,28000,56000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010088,U002,P008,2026-01-20,07:54,Pengeluaran,Sembako,5,16000,76000,QRIS,Tidak Ada Event,5,Berhasil,2026,1,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T010088,U002,P014,2026-01-20,07:54,Pemasukan,Snack,4,14000,53200,QRIS,Tidak Ada Event,5,Berhasil,2026,1,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010089,U002,P006,2024-09-28,16:30,Pemasukan,Sembako,8,18000,144000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S002,Minyak,Sembako,18000,14000,3534,707,aktif,2024-03-05,Warung Madura,Retail,Cimahi,2024-03-01
T010089,U002,P011,2024-09-28,16:30,Pemasukan,Snack,2,12000,24000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S004,Chitato,Snack,12000,7000,1914,383,aktif,2024-03-04,Warung Madura,Retail,Cimahi,2024-03-01
T010090,U003,P021,2025-09-11,14:03,Pemasukan,Frozen Food,5,18000,90000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010090,U003,P017,2025-09-11,14:03,Pemasukan,Makanan,4,20000,80000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S003,Nasi Goreng,Makanan,20000,10000,680,136,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010091,U005,P033,2025-04-08,14:54,Pemasukan,Laundry,5,12000,60000,QRIS,Tidak Ada Event,0,Berhasil,2025,4,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010092,U006,P036,2026-01-31,21:28,Pemasukan,Fashion,2,150000,300000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T010092,U006,P038,2026-01-31,21:28,Pemasukan,Fashion,2,75000,150000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010092,U006,P037,2026-01-31,21:28,Pemasukan,Fashion,2,90000,180000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010093,U002,P010,2025-07-10,09:22,Pemasukan,Sembako,9,12000,108000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010093,U002,P014,2025-07-10,09:22,Pemasukan,Snack,3,14000,42000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010094,U003,P018,2025-08-20,21:08,Pengeluaran,Makanan,5,25000,125000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010095,U005,P032,2026-11-25,12:14,Pengeluaran,Laundry,3,15000,45000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010096,U003,P018,2025-01-28,16:15,Pemasukan,Makanan,5,25000,125000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010097,U005,P032,2025-07-05,15:11,Pemasukan,Laundry,5,15000,75000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010097,U005,P033,2025-07-05,15:11,Pemasukan,Laundry,1,12000,12000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010098,U001,P003,2025-09-30,20:58,Pemasukan,Minuman,1,18000,18000,Cash,Tidak Ada Event,0,Berhasil,2025,9,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T010098,U001,P004,2025-09-30,20:58,Pemasukan,Minuman,1,10000,10000,Cash,Tidak Ada Event,0,Berhasil,2025,9,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010099,U004,P026,2024-11-03,09:28,Pengeluaran,Bakery,2,18000,36000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010099,U004,P029,2024-11-03,09:28,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010100,U001,P001,2026-07-12,20:51,Pemasukan,Minuman,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2026,7,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010101,U002,P013,2024-11-21,12:49,Pemasukan,Snack,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S004,Silverqueen,Snack,15000,9000,1544,309,aktif,2024-03-14,Warung Madura,Retail,Cimahi,2024-03-01
T010101,U002,P009,2024-11-21,12:49,Pengeluaran,Sembako,9,28000,252000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S002,Telur Ayam,Sembako,28000,22000,3706,741,aktif,2024-03-09,Warung Madura,Retail,Cimahi,2024-03-01
T010102,U004,P029,2025-12-06,15:30,Pemasukan,Bakery,1,12000,12000,Cash,Tidak Ada Event,0,Berhasil,2025,12,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010102,U004,P027,2025-12-06,15:30,Pemasukan,Bakery,1,22000,22000,Cash,Tidak Ada Event,0,Berhasil,2025,12,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010103,U001,P005,2026-11-19,21:32,Pemasukan,Minuman,4,5000,20000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010103,U001,P004,2026-11-19,21:32,Pemasukan,Minuman,1,10000,10000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010104,U002,P011,2025-12-22,20:06,Pemasukan,Snack,3,12000,36000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S004,Chitato,Snack,12000,7000,1914,383,aktif,2024-03-04,Warung Madura,Retail,Cimahi,2024-03-01
